	text	label	label_text

0	 Erster Teil 1 »Nun, Meister Schwan, für diesmal ist Er christlich durchgekommen, straf mich Gott!	1	character

1	Ohne Willkomm und Abschied!	1	character

2	Herr Gott von Dinkelsbühl, tut mir fast leid, daß ich Ihm nicht ein paar aus dem ff auf Sein gesundes Leder aufmessen darf, aus purer Freundschaft.	1	character

3	Und dazu bloß ein halb Jahr!	1	character

4	Aber ich hoff, so ein heißgrätiger Bursch wie Er wird bald wieder das Heimweh nach unserer lustigen Kartaus bekommen.	1	character

5	Aufs Frühjahr spätestens, wenn die Bäum ausschlagen, werden wir wieder die Ehre haben.	1	character

6	Ich will derweil ein paar tüchtige Haselstöcke ins Wasser legen, damit sie den gehörigen Schwung und Zug kriegen zum Willkomm, wenn's heißen wird: ›des Ebersbacher Sonnen wirts sein	1	character

7	Gutedel ist wieder da.‹	1	character

8	Adjes, Meister Schwan, glückliche Reise und nichts für ungut.«	1	character

9	Es war unter dem Tore des Ludwigsburger Zucht-und Arbeitshauses, wo einer der Aufseher einem jungen Menschen dieses spöttische Lebewohl sagte.	0	narrator

10	Dem untersetzten stämmigen Burschen konnte niemand im Ernste den Meistertitel geben, denn er schien kaum zwanzig Jahre alt zu sein.	0	narrator

11	Auch sah er sehr sauer zu der Ehrenbezeigung, die nicht gerade aus wohlwollendem Herzen kam;	0	narrator

12	sein breites rotwangiges Gesicht spannte sich zu einem trotzigen Ausdruck, den eine tiefe Schramme auf der Stirne noch erhöhte.	0	narrator

13	Er hielt die Augen, wie aus Verachtung, zu Boden geheftet, aber dann und wann schoß er seitwärts einen Blick hervor, der wie ein bloßes Messer funkelte.	0	narrator

14	Der Aufseher gab ihm statt des »Abschieds«, den er ihm gerne zugedacht hätte, einen derben Schlag auf die Schulter und ging lachend hinweg.	0	narrator

15	Der entlassene Sträfling ballte die Faust und sah ihm mit ingrimmigen Blicken nach.	0	narrator

16	Eben wollte er mit einer Gebärde, welche ein nichts weniger als anständiges, aber um so aufrichtigeres Gesinnungsbekenntnis enthielt, dem Zuchthause den Rücken kehren, als er, noch einmal umschauend, einen Gegenstand gewahrte, der den Haß auf seinem derben lebhaften Gesichte plötzlich in das entschiedenste Widerspiel verwandelte.	0	narrator

17	Es war ein Greis, der in der Gebrechlichkeit des Alters an einem Stabe über den Hof gegangen kam;	0	narrator

18	er trug schwarze Kleidung, und die beiden weißen Überschlägchen, die ihm von der Halsbinde herabhängend auf der Brust spielten, bezeichneten seinen geistlichen Stand.	0	narrator

19	Seine Erscheinung machte einen sichtlichen Eindruck auf alle Begegnenden;	0	narrator

20	die ausgelassensten Züchtlinge verstummten, als er im Vorübergehen einen Blick auf ihre Arbeiten warf;	0	narrator

21	der rohe Aufseher wich ihm von weitem aus.	0	narrator

